,Name,BI_LSTM-RI,NONE_TRPLT-RI,NONE_MREC-RI,NONE_VAE-RI,IDEC_TRPLT-RI,BI_GRU-RI,RES_CNN-RI,IDEC_REC-RI,D_RNN-RI,IDEC_MREC-RI,NONE_CNRV-RI,BI_RNN-RI,NONE_REC-RI,D_CNN-RI,MLP-RI,S_CNN-RI,BI_RNN+ATTN-RI,IDEC_CNRV-RI,IDEC_VAE-RI,BI_LSTM-ARI,NONE_TRPLT-ARI,NONE_MREC-ARI,NONE_VAE-ARI,IDEC_TRPLT-ARI,BI_GRU-ARI,RES_CNN-ARI,IDEC_REC-ARI,D_RNN-ARI,IDEC_MREC-ARI,NONE_CNRV-ARI,BI_RNN-ARI,NONE_REC-ARI,D_CNN-ARI,MLP-ARI,S_CNN-ARI,BI_RNN+ATTN-ARI,IDEC_CNRV-ARI,IDEC_VAE-ARI,BI_LSTM-NMI,NONE_TRPLT-NMI,NONE_MREC-NMI,NONE_VAE-NMI,IDEC_TRPLT-NMI,BI_GRU-NMI,RES_CNN-NMI,IDEC_REC-NMI,D_RNN-NMI,IDEC_MREC-NMI,NONE_CNRV-NMI,BI_RNN-NMI,NONE_REC-NMI,D_CNN-NMI,MLP-NMI,S_CNN-NMI,BI_RNN+ATTN-NMI,IDEC_CNRV-NMI,IDEC_VAE-NMI
31,ECGFiveDays,0.508352849,0.479957801,0.694162,0.490414903,0.480476144,0.83069375,0.8413425,0.84332,0.469993904,0.837246,0.872324492,0.842645,0.671065,0.1909525,0.851555,0.83302375,0.81996625,0.874427359,0.506883701,0.016817875,-0.020110131,0.05903,0.021412396,-0.003978087,0.12338375,0.17469125,0.181499,-0.030130312,0.146481,0.204521166,0.16455875,0.132894,0.01685625,0.187275,0.15751375,0.13549125,0.22172385,0.033144026,0.014936801,0.000780187,0.191462,0.010729334,-0.009957181,0.2753125,0.3397975,0.337725,-0.039156932,0.311228,0.402438169,0.32233,0.215862,0.0595825,0.3564225,0.31516375,0.31289125,0.414683045,0.025127892
32,ElectricDevices,0.652277902,0.661297214,0.705892,0.664598508,0.669958168,0.82117,0.80692375,0.786615,0.644413231,0.774707,0.872470107,0.8330675,0.75555,0.21221375,0.82290375,0.80161875,0.74173,0.874199067,0.694023149,0.102043914,0.15253479,0.113438,0.189417596,0.163356176,0.0499725,0.05429125,0.037624,0.128469981,0.045094,0.196454987,0.07658,0.086857,0.01215625,0.11435375,0.06166375,0.0571925,0.208580374,0.195579389,0.249071488,0.212925782,0.151745,0.217213796,0.201282502,0.14095875,0.14734875,0.137589,0.176222335,0.155554,0.349731697,0.1824575,0.174672,0.05794125,0.26405875,0.17038875,0.17542375,0.356616885,0.235286706
33,EOGHorizontalSignal,0.723634641,0.850364248,0.648374,0.860038933,0.846385958,0.51275375,0.549605,0.554588,0.834614445,0.555765,0.501719639,0.5298125,0.629267,0.53476,0.50115,0.55205,0.49951125,0.501438272,0.876992433,0.148179324,0.172773157,0.096631,0.213085838,0.185771976,0.00200125,-0.07314,-0.034067,0.158148426,0.001211,-0.048736029,0.00220125,0.012961,-0.0036875,-0.00071875,-0.07207625,-0.03566,-0.048186838,0.218663461,0.390231834,0.362500497,0.153699,0.369796978,0.351861292,0.00122875,0.05144625,0.074069,0.323638202,0.061188,0.044097774,0.00208125,0.092627,0.02872625,0.0040175,0.05217,0.0418175,0.045323754,0.383373605
34,EOGVerticalSignal,0.823395459,0.847284605,0.748415,0.854044356,0.844969383,0.6833825,0.75590375,0.733565,0.835607211,0.711875,0.662610607,0.74735375,0.709874,0.76947,0.73159125,0.77809,0.7751825,0.732847014,0.872735731,0.14230786,0.136110382,0.212544,0.177787508,0.155601428,0.17255375,0.26712625,0.234896,0.132104034,0.192769,0.104067759,0.2513675,0.162104,0.2614,0.1028125,0.3120625,0.27767375,0.136147974,0.197941167,0.314231819,0.29929434,0.311974,0.308573273,0.285866769,0.206715,0.26717,0.239281,0.259039931,0.230058,0.297279717,0.2567475,0.202049,0.250515,0.13012625,0.36644625,0.319005,0.264617131,0.319381273
35,EthanolLevel,0.592396118,0.604226202,0.75169,0.614756123,0.605169994,0.58644875,0.570765,0.597131,0.594618331,0.618741,0.614910911,0.5872025,0.653757,0.6242775,0.62121125,0.5633375,0.53963375,0.614114579,0.631346701,0.000669084,-0.01657094,0.226586,0.024942263,0.000254809,0.00217,0.000225,0.021314,-0.026449177,0.023764,0.002779696,0.00209875,0.155546,0.002775,0.0031725,-0.000475,0.0041,0.003242618,0.03650521,0.003893227,0.007698624,0.328217,0.018145558,-0.002197458,0.00743125,0.00429125,0.041593,-0.031715751,0.045359,0.007844708,0.00715375,0.241749,0.00685625,0.00781875,0.0036775,0.0079425,0.00797908,0.031833347
36,FaceAll,0.826472605,0.852382088,0.876554,0.863439019,0.851759169,0.884685,0.87310375,0.859086,0.841183095,0.880114,0.940605657,0.87257375,0.705713,0.8864275,0.88442375,0.8749375,0.86444,0.92822237,0.879709401,0.253486832,0.116981445,0.288017,0.16098544,0.133882669,0.26826375,0.19448625,0.206997,0.105417123,0.306068,0.616247107,0.210365,0.144051,0.24546125,0.22329375,0.19742125,0.19003875,0.52070564,0.170340094,0.515024571,0.290819313,0.489443,0.298621507,0.27529627,0.43582125,0.3708775,0.381117,0.249153282,0.469463,0.755619167,0.372665,0.22684,0.42625,0.36652375,0.3847875,0.37816375,0.669201376,0.315898086
37,FaceFour,0.752895753,0.721187659,0.837442,0.728013831,0.721033226,0.70139625,0.75945125,0.761919,0.70497883,0.771123,0.926283426,0.72110375,0.798616,0.73079625,0.71857,0.756515,0.7258275,0.933598777,0.75226797,0.381767035,0.310212207,0.267171,0.336405806,0.308366722,0.27094875,0.39838125,0.364234,0.30200386,0.365731,0.804641117,0.3097125,0.212732,0.331165,0.3106825,0.40654125,0.33055875,0.823488901,0.338851516,0.436351263,0.400779129,0.464389,0.418513333,0.383699663,0.34797375,0.47544875,0.447135,0.353422096,0.477779,0.798195616,0.37855625,0.344309,0.42713125,0.40641375,0.48991125,0.41785125,0.819629502,0.442770119
38,FacesUCR,0.826472605,0.853800886,0.789438,0.863471727,0.853984596,0.8794025,0.87173,0.875111,0.843788591,0.898088,0.941942087,0.866075,0.832811,0.8913575,0.8815875,0.87684875,0.71258,0.937297416,0.879882373,0.253486832,0.122303681,0.229784,0.165733894,0.139739269,0.25438375,0.192905,0.173746,0.112697487,0.28479,0.620259326,0.18836875,0.262631,0.26913625,0.21308,0.21307875,0.13740125,0.599061244,0.177080219,0.515024571,0.28450179,0.373961,0.291078751,0.266902549,0.41785,0.37113125,0.371844,0.245840771,0.472529,0.750427183,0.3479025,0.428686,0.44538875,0.35950125,0.3979325,0.31242375,0.749471813,0.308856771
39,FiftyWords,0.941145553,0.932228859,0.680598,0.942981828,0.932048549,0.925735,0.94309,0.926292,0.922321259,0.929897,0.945472275,0.94905625,0.862413,0.9560825,0.951525,0.94181125,0.86758125,0.945568804,0.959058969,0.357337763,0.238354349,0.119886,0.275107264,0.257248651,0.10034625,0.21503125,0.184534,0.231278736,0.196372,0.165190922,0.24560625,0.203488,0.31339375,0.2500825,0.1855425,0.07863125,0.174074617,0.279966193,0.659489481,0.629823808,0.237031,0.641513401,0.615676916,0.439615,0.51844,0.487181,0.591901196,0.516243,0.537951696,0.58671375,0.391957,0.6707975,0.61112125,0.51664875,0.3910625,0.540723255,0.652617115
40,Fish,0.710045027,0.72661351,0.640721,0.735604756,0.722012187,0.73214875,0.76684,0.739108,0.712799677,0.761393,0.886212762,0.74334125,0.795809,0.81039125,0.8013675,0.76288,0.73078375,0.885716332,0.754516527,0.096559761,0.061823046,0.190037,0.111934599,0.08601888,0.07057625,0.149635,0.130374,0.062721517,0.228838,0.560553025,0.09347625,0.140635,0.28286875,0.25473125,0.1340875,0.07439625,0.562115944,0.125914677,0.191009385,0.175824734,0.207264,0.190928163,0.175665434,0.15435625,0.23847375,0.211602,0.137914762,0.32852,0.660526891,0.18163625,0.319033,0.41121375,0.36885,0.22426875,0.14645375,0.66359555,0.198627202
41,FordA,0.500252774,0.480108459,0.597648,0.490483528,0.480662386,0.49991375,0.5181325,0.529831,0.470091343,0.534297,0.504687119,0.499945,0.66796,0.501295,0.49995625,0.519765,0.50912,0.506100122,0.507001329,0.000451649,-0.019741851,0.195264,0.021347657,-0.003400083,-0.00017625,0.0362075,0.059567,-0.030006914,0.0685,0.009350168,-0.0001125,0.116636,0.00253,-8.75e-05,0.03938125,0.0182075,0.012175431,0.033178504,0.000269908,0.000173786,0.167806,0.010326161,-0.01047582,1.75e-05,0.038585,0.076354,-0.039885873,0.099038,0.006658773,5.38e-05,0.174955,0.00457375,8.13e-05,0.05947875,0.01313375,0.008881354,0.024753168
42,FordB,0.503618222,0.47999859,0.710421,0.490388676,0.480404654,0.50016,0.50572,0.513236,0.470006071,0.540691,0.536641714,0.50005625,0.545629,0.51233,0.4999425,0.52205375,0.53263,0.52511704,0.506883231,0.007235083,-0.019962936,0.408967,0.021277633,-0.003853416,0.000325,0.0114425,0.02647,-0.029983264,0.081384,0.073283021,0.00011,0.051671,0.02465375,-0.00011125,0.0440925,0.06525375,0.050233998,0.033053427,0.005232923,0.000151981,0.389025,0.010041045,-0.010635115,0.00040125,0.00946875,0.025158,-0.039851481,0.073116,0.054065668,0.00023625,0.058395,0.0216475,8.5e-05,0.0581025,0.0521575,0.036803344,0.024573545
43,FreezerRegularTrain,0.499835278,0.62033011,0.814874,0.630697284,0.620772996,0.54785625,0.59886625,0.600816,0.61033011,0.623265,0.548558211,0.533625,0.58866,0.62902875,0.63967875,0.62256375,0.610285,0.558595087,0.647250708,1.78e-06,0.260661753,0.374663,0.301903679,0.276765459,0.09580125,0.197765,0.201658,0.250661753,0.246538,0.097210589,0.0673675,0.148512,0.25806,0.2793575,0.24513875,0.22059,0.117286478,0.313654925,0.00091213,0.21581435,0.515351,0.225677976,0.204991897,0.11288,0.16787,0.171064,0.17581435,0.194444,0.10536762,0.0972975,0.160134,0.20123,0.21354625,0.1921675,0.18121125,0.132582652,0.240299397
44,FreezerSmallTrain,0.499828382,0.621071208,0.851797,0.631196772,0.621456875,0.53784125,0.58124375,0.637392,0.610893262,0.660168,0.548715786,0.53253875,0.657094,0.63213375,0.63160625,0.62961625,0.6010225,0.583965096,0.647886666,1.94e-06,0.262006128,0.333604,0.303577171,0.278113453,0.07579625,0.16252875,0.249592,0.252145267,0.295123,0.097517408,0.065205,0.227508,0.26427375,0.263225,0.2592325,0.20207125,0.16798316,0.314794324,0.000950252,0.21682395,0.535475,0.226624742,0.206281323,0.102535,0.15076375,0.241935,0.176753176,0.264665,0.114990686,0.0973025,0.266621,0.204725,0.20642125,0.19983125,0.17165625,0.163335984,0.24120081
45,Fungi,1.0,0.919908716,0.947773,0.939826155,0.931162307,0.9398475,0.955525,0.955346,0.923004326,0.978001,0.985967567,0.94645875,0.77339,0.76988875,0.97124,0.9421725,0.846795,0.985082826,0.96710872,1.0,0.612946914,0.405104,0.613727977,0.565386445,0.50494875,0.62114875,0.609922,0.602367004,0.792547,0.872469266,0.54639375,0.335453,0.41041375,0.743765,0.510835,0.56607875,0.865327685,0.674072742,1.0,0.837385849,0.668885,0.839756684,0.826582216,0.79167625,0.83797,0.829318,0.782927004,0.908515,0.959679921,0.80915125,0.459728,0.74567875,0.90582375,0.78029375,0.718525,0.956269431,0.870962291
46,GestureMidAirD1,0.912752621,0.921876685,0.903041,0.933271997,0.923863746,0.9059425,0.93060625,0.931703,0.912789654,0.940292,0.946170039,0.92757,0.903804,0.93532125,0.91633,0.92961125,0.91906875,0.947026496,0.949574402,0.244402461,0.238513565,0.34599,0.28931223,0.252282396,0.15028625,0.23447125,0.230615,0.23309739,0.285699,0.290825944,0.20293,0.364219,0.16644,0.1698725,0.20224625,0.2091125,0.304838207,0.297012021,0.624271204,0.615758271,0.599498,0.624093201,0.600828575,0.4942975,0.59536375,0.588546,0.569696551,0.637378,0.636045034,0.54536375,0.636599,0.51797125,0.52462125,0.56466875,0.5725825,0.644100472,0.639845365
47,GestureMidAirD2,0.936017418,0.925378475,0.89351,0.936735239,0.928929255,0.877815,0.9407625,0.936095,0.912464296,0.936806,0.949387116,0.9123,0.922931,0.47371625,0.92570625,0.92742375,0.901675,0.947959282,0.953697933,0.308467254,0.264893365,0.411602,0.313688982,0.286678967,0.1441475,0.25492,0.231071,0.259300321,0.238654,0.345054737,0.16799875,0.268105,0.05398,0.19630375,0.15651125,0.15873125,0.337546,0.320524554,0.666888698,0.637669483,0.62299,0.6447499,0.625987387,0.51766125,0.6147475,0.594316,0.598030838,0.596251,0.681314166,0.53742375,0.588631,0.29919375,0.55898375,0.53076625,0.51874625,0.679761714,0.664999163
48,GestureMidAirD3,0.889645848,0.911956233,0.733326,0.922704544,0.912332852,0.900785,0.91777625,0.908575,0.901210006,0.909565,0.933354403,0.91959375,0.903548,0.91132125,0.887675,0.91607625,0.9108075,0.932363089,0.939295466,0.139343013,0.110154797,0.191859,0.153009196,0.124415742,0.05522625,0.13698875,0.15767,0.099911013,0.144667,0.117525914,0.07001625,0.216733,0.05833875,0.07419375,0.11294875,0.0714625,0.11603559,0.163625851,0.454342719,0.463027706,0.331072,0.475811216,0.45443879,0.3715975,0.49152,0.488496,0.425400077,0.470869,0.468016659,0.39334625,0.514291,0.3821275,0.40407125,0.463325,0.39319,0.468121593,0.49074441
49,GesturePebbleZ1,0.894020323,0.834157043,0.647143,0.848790482,0.84030833,0.74318375,0.8038425,0.803844,0.824702581,0.841832,0.893050489,0.77489375,0.82369,0.8094025,0.8264225,0.84046625,0.851345,0.896218734,0.862175393,0.644600788,0.470294395,0.219136,0.523006485,0.492899502,0.12042625,0.34864375,0.358369,0.461264279,0.477475,0.616265899,0.24311375,0.236295,0.3841325,0.40290125,0.46447875,0.48334,0.629665599,0.57169361,0.764271913,0.60608709,0.262434,0.635774572,0.631795423,0.21631,0.470525,0.484026,0.536807584,0.602291,0.677049221,0.37876125,0.436182,0.51444125,0.50574625,0.55904875,0.58785875,0.699616032,0.618382921
50,GesturePebbleZ2,0.894020323,0.843480764,0.663939,0.860086284,0.85130606,0.7445675,0.8046775,0.782703,0.835048697,0.814212,0.890580067,0.75152375,0.754678,0.8373475,0.81984625,0.83267,0.83882125,0.888866271,0.866240281,0.644600788,0.48942022,0.272594,0.559210668,0.538908377,0.1303325,0.34938375,0.344867,0.500219028,0.442253,0.607417153,0.1704625,0.254909,0.43442875,0.36974125,0.4254775,0.43689375,0.603955015,0.534812694,0.764271913,0.629673344,0.356248,0.644763601,0.62842759,0.21706125,0.45432125,0.438464,0.58799306,0.538913,0.673244283,0.2853925,0.367508,0.55370875,0.4743875,0.53711,0.5635675,0.678835184,0.655246043
51,GunPoint,0.50879397,0.477487437,0.554084,0.487848556,0.477948776,0.583975,0.5018725,0.503088,0.467487437,0.501319,0.516426577,0.499435,0.634046,0.4957025,0.4981175,0.49752125,0.50778375,0.529139447,0.504367698,0.019287303,-0.025050505,0.108206,0.016248143,-0.008855353,0.1686325,0.00448875,0.007176,-0.035050505,0.003346,0.033082514,-0.00086375,0.16523,-0.0046225,-0.003745,-0.0049875,0.01641375,0.058664612,0.028063485,0.02930055,0.0,0.149337,0.009862971,-0.010818416,0.19745625,0.02697375,0.032897,-0.04,0.019702,0.036827243,0.0041975,0.220472,0.0003075,0.00101,4.37e-05,0.02902375,0.066151522,0.024470754
52,GunPointAgeSpan,0.510618379,0.594258691,0.540355,0.604925761,0.595736671,0.508675,0.49891,0.510724,0.582904772,0.514333,0.52995538,0.50309625,0.5451,0.4989425,0.49899625,0.49891,0.49891,0.56315595,0.623826601,0.022421717,0.208862941,0.078639,0.256787468,0.228587184,0.0175425,-0.00173,0.021846,0.20294932,0.029025,0.060401278,0.0065375,0.064539,-4.25e-05,-0.001565,-0.00173,-0.00173,0.126878049,0.268699031,0.049525316,0.331355154,0.093655,0.33074937,0.321452874,0.01476375,0.0,0.034148,0.290089297,0.039632,0.111032164,0.00628375,0.096136,0.00585875,0.00012875,0.0,0.0,0.172328708,0.348348858
53,GunPointMaleVersusFemale,0.541167775,0.482968601,0.589091,0.494211393,0.483332026,0.56831375,0.61705,0.617267,0.473383134,0.607536,0.754218609,0.59086375,0.564206,0.50063375,0.60709125,0.5018725,0.61705,0.712902193,0.509982806,0.082131838,-0.012730211,0.120901,0.026805974,0.002026743,0.13658625,0.23403,0.234471,-0.024603385,0.215016,0.508387471,0.1816725,0.1253,0.00088625,0.21411875,0.00448875,0.23403,0.425710518,0.038133013,0.185883579,0.016400747,0.161145,0.026331884,0.00530673,0.188095,0.34148,0.341724,-0.024581971,0.30848,0.523043128,0.26177625,0.18143,0.0102125,0.307365,0.02697375,0.34148,0.465639002,0.038709246
54,GunPointOldVersusYoung,0.530347376,0.532903401,0.58484,0.545019478,0.537878901,0.76840125,0.61922,0.608187,0.519745442,0.662545,0.513213435,0.74625875,0.603675,0.50025,0.61815,0.5018725,0.61922,0.50528948,0.567682177,0.060721479,0.09112925,0.113189,0.137208278,0.114684579,0.5368,0.23844,0.216375,0.090763315,0.32509,0.026432281,0.492515,0.175719,0.00055,0.23630125,0.00448875,0.23844,0.01058243,0.150558185,0.118831057,0.151451058,0.149342,0.170629204,0.169773596,0.55208375,0.34392,0.311089,0.103612093,0.398863,0.031156235,0.54191,0.252134,0.005775,0.34037125,0.02697375,0.34392,0.022316802,0.199534887
55,Ham,0.499232153,0.489922383,0.557546,0.499736723,0.490375341,0.50216125,0.5171725,0.522094,0.480590084,0.521874,0.517957868,0.50099125,0.555693,0.52636625,0.52016,0.5111775,0.5266375,0.51658001,0.51832201,0.00162748,0.000684598,0.095104,0.04429274,0.013249776,0.0048925,0.03459875,0.040022,-0.009606852,0.039188,0.036142329,0.0021025,0.102135,0.0527675,0.04034125,0.02241625,0.0534775,0.033485129,0.052913326,0.018463659,0.015582811,0.082721,0.030083228,0.007171341,0.01079125,0.03576125,0.045418,-0.024128538,0.035994,0.031522699,0.0056925,0.133927,0.0450575,0.03247375,0.0211575,0.04477,0.033068004,0.039728391
56,HandOutlines,0.544887045,0.569316087,0.607086,0.579693901,0.569648747,0.54417125,0.55269375,0.566157,0.559316087,0.568349,0.580441558,0.54641125,0.576689,0.6862325,0.6058375,0.5628675,0.52730625,0.574801789,0.596205742,0.01837291,0.112004683,0.089316,0.153297868,0.128092391,0.01772125,0.0684625,0.066416,0.102004683,0.06943,0.113161509,0.02363875,0.047993,0.36824625,0.19364125,0.06971125,0.0448775,0.104138583,0.165022623,0.033469807,0.150554714,0.096825,0.160447253,0.139733761,0.0165675,0.0371325,0.041699,0.110554714,0.050533,0.115813853,0.02419875,0.05045,0.26544625,0.14447625,0.0697075,0.021355,0.099512705,0.174946919
57,Haptics,0.53834862,0.655221322,0.709682,0.668783332,0.654489071,0.63700875,0.6775225,0.664171,0.647758948,0.636152,0.656752655,0.63103625,0.633596,0.62300625,0.672985,0.6802475,0.624905,0.647478332,0.676982325,0.043395118,0.045295201,0.22228,0.087203839,0.06095443,0.03794375,0.05132125,0.045025,0.03532299,0.053031,0.054625002,0.060805,0.141771,0.06345875,0.05462,0.04882125,0.03172125,0.051050586,0.097304638,0.077321095,0.092719781,0.257601,0.102413542,0.083687449,0.06533375,0.08159625,0.072762,0.054066561,0.076128,0.0800367,0.09081625,0.147772,0.09564375,0.08273375,0.081005,0.06301625,0.077165241,0.118122096
58,Herring,0.502091535,0.478480824,0.739582,0.489304561,0.481225521,0.4978475,0.52227125,0.540118,0.468375617,0.530016,0.512070757,0.50006125,0.6113,0.49461375,0.5081825,0.5210725,0.5001225,0.507074311,0.506145679,0.003918673,-0.021984382,0.475913,0.025520035,-0.007996714,-0.0043525,0.04231875,0.078478,-0.03224862,0.058607,0.018202484,0.00029125,0.126218,0.009115,0.01609875,0.03948375,0.0004775,0.009219706,0.029471811,0.00549656,0.006973097,0.512794,0.015924472,-0.004369684,0.00224,0.025215,0.066304,-0.033098959,0.056849,0.009033846,0.0050425,0.144776,0.01228125,0.014615,0.02272375,0.00563625,0.005307331,0.031812299
59,HouseTwenty,0.518509673,0.524579916,0.808945,0.535203037,0.525544479,0.51424875,0.72361,0.731088,0.514653971,0.6424,0.735353696,0.51542375,0.62327,0.5445825,0.52254875,0.79723,0.523305,0.722215588,0.551544193,0.035237627,0.069719822,0.486005,0.111193441,0.086136608,0.027585,0.446915,0.431803,0.059826744,0.254131,0.470674841,0.03010375,0.17213,0.082285,0.04504,0.5944425,0.045185,0.444328755,0.123527234,0.023525955,0.069483932,0.541015,0.078517289,0.05714687,0.02732125,0.41533125,0.429562,0.028924575,0.233687,0.399676354,0.03184375,0.181482,0.0793175,0.04046125,0.5293125,0.03882625,0.37148715,0.093106046
60,InlineSkate,0.643745407,0.711215759,0.750003,0.729056244,0.716874608,0.70636,0.692,0.722685,0.698213469,0.752445,0.75432289,0.6981275,0.784772,0.74113875,0.72614375,0.6943925,0.73897375,0.751075027,0.734777183,0.029933543,-0.003110926,0.183585,0.038936275,0.013347243,0.04184375,0.0196975,0.116804,-0.013186392,0.135348,0.034465172,0.03808125,0.446122,0.01319,0.0194975,0.0203425,0.02826625,0.02611725,0.05018787,0.101593892,0.051765806,0.285847,0.061613339,0.041201097,0.09393625,0.053535,0.153139,0.011978525,0.174408,0.090162167,0.09074625,0.461278,0.0464025,0.06040875,0.0586725,0.06463625,0.082500029,0.075774981
61,InsectEPGRegularTrain,0.532579608,0.573632449,0.654079,0.584058529,0.57302772,0.91673,1.0,1.0,0.565840771,0.866476,0.652859892,1.0,0.89597,1.0,1.0,1.0,1.0,0.651019085,0.599321708,0.087691078,0.116663084,0.326384,0.138980184,0.153827253,0.831605,1.0,1.0,0.091859656,0.729907,0.274122729,1.0,0.634628,1.0,1.0,1.0,1.0,0.265783156,0.16463937,0.105592069,0.144169453,0.359688,0.158711681,0.116533122,0.88021125,1.0,1.0,0.071001981,0.808044,0.305789751,1.0,0.6576,1.0,1.0,1.0,1.0,0.30118805,0.156244701
62,InsectEPGSmallTrain,0.72038587,0.575745709,0.682903,0.583117985,0.570067555,0.86259,1.0,0.978887,0.57980216,0.978887,0.650582431,1.0,0.948156,1.0,1.0,1.0,1.0,0.661278195,0.607129195,0.441316156,0.123955504,0.324788,0.152435934,0.126136955,0.7224875,1.0,0.906221,0.127463586,0.906221,0.26252553,1.0,0.731642,1.0,1.0,1.0,1.0,0.271411948,0.176221061,0.44557114,0.171422603,0.368761,0.155698292,0.124406814,0.80214875,1.0,0.916077,0.125039226,0.916077,0.321896305,1.0,0.789937,1.0,1.0,1.0,1.0,0.31545008,0.169283922
